,year,group,earn_perc_chng_from_total,group_legend
421,2000,diff_%_W_HS_total,-0.14606741573033707,White + High School
422,2001,diff_%_W_HS_total,-0.14547304170905392,White + High School
423,2002,diff_%_W_HS_total,-0.1346938775510204,White + High School
424,2003,diff_%_W_HS_total,-0.13319878910191726,White + High School
425,2004,diff_%_W_HS_total,-0.13026052104208416,White + High School
426,2005,diff_%_W_HS_total,-0.1342685370741483,White + High School
427,2006,diff_%_W_HS_total,-0.13387423935091278,White + High School
428,2007,diff_%_W_HS_total,-0.14285714285714285,White + High School
429,2008,diff_%_W_HS_total,-0.16483516483516483,White + High School
430,2009,diff_%_W_HS_total,-0.17117988394584138,White + High School
431,2010,diff_%_W_HS_total,-0.18640776699029127,White + High School
432,2011,diff_%_W_HS_total,-0.168,White + High School
433,2012,diff_%_W_HS_total,-0.18001978239366964,White + High School
434,2013,diff_%_W_HS_total,-0.1746031746031746,White + High School
435,2014,diff_%_W_HS_total,-0.16583416583416583,White + High School
436,2015,diff_%_W_HS_total,-0.16398390342052313,White + High School
437,2016,diff_%_W_HS_total,-0.18226120857699804,White + High School
438,2017,diff_%_W_HS_total,-0.1729834791059281,White + High School
439,2018,diff_%_W_HS_total,-0.1781609195402299,White + High School
440,2019,diff_%_W_HS_total,-0.19065420560747665,White + High School
441,2020,diff_%_W_HS_total,-0.2,White + High School
442,1995,diff_%_L_BA_total,0.19956616052060738,Hispanic or Latino + Bachelors Degree
443,1996,diff_%_L_BA_total,0.22489082969432314,Hispanic or Latino + Bachelors Degree
444,1997,diff_%_L_BA_total,0.25164835164835164,Hispanic or Latino + Bachelors Degree
445,1998,diff_%_L_BA_total,0.24076029567053855,Hispanic or Latino + Bachelors Degree
446,1999,diff_%_L_BA_total,0.25826446280991733,Hispanic or Latino + Bachelors Degree
447,2000,diff_%_L_BA_total,0.21552604698672115,Hispanic or Latino + Bachelors Degree
448,2001,diff_%_L_BA_total,0.2115971515768057,Hispanic or Latino + Bachelors Degree
449,2002,diff_%_L_BA_total,0.24693877551020407,Hispanic or Latino + Bachelors Degree
450,2003,diff_%_L_BA_total,0.3874873864783047,Hispanic or Latino + Bachelors Degree
451,2004,diff_%_L_BA_total,0.343687374749499,Hispanic or Latino + Bachelors Degree
452,2005,diff_%_L_BA_total,0.3527054108216433,Hispanic or Latino + Bachelors Degree
453,2006,diff_%_L_BA_total,0.3752535496957404,Hispanic or Latino + Bachelors Degree
454,2007,diff_%_L_BA_total,0.3738601823708207,Hispanic or Latino + Bachelors Degree
455,2008,diff_%_L_BA_total,0.3146853146853147,Hispanic or Latino + Bachelors Degree
456,2009,diff_%_L_BA_total,0.3152804642166344,Hispanic or Latino + Bachelors Degree
457,2010,diff_%_L_BA_total,0.30097087378640774,Hispanic or Latino + Bachelors Degree
458,2011,diff_%_L_BA_total,0.3,Hispanic or Latino + Bachelors Degree
459,2012,diff_%_L_BA_total,0.2799208704253215,Hispanic or Latino + Bachelors Degree
460,2013,diff_%_L_BA_total,0.32242063492063494,Hispanic or Latino + Bachelors Degree
461,2014,diff_%_L_BA_total,0.3106893106893107,Hispanic or Latino + Bachelors Degree
462,2015,diff_%_L_BA_total,0.3329979879275654,Hispanic or Latino + Bachelors Degree
463,2016,diff_%_L_BA_total,0.3255360623781676,Hispanic or Latino + Bachelors Degree
464,2017,diff_%_L_BA_total,0.3333333333333333,Hispanic or Latino + Bachelors Degree
465,2018,diff_%_L_BA_total,0.2825670498084291,Hispanic or Latino + Bachelors Degree
466,2019,diff_%_L_BA_total,0.27850467289719627,Hispanic or Latino + Bachelors Degree
467,2020,diff_%_L_BA_total,0.24955752212389382,Hispanic or Latino + Bachelors Degree
468,1995,diff_%_L_AD_total,0.6800433839479393,Hispanic or Latino + Advanced Degree
469,1996,diff_%_L_AD_total,0.7663755458515283,Hispanic or Latino + Advanced Degree
470,1997,diff_%_L_AD_total,0.5384615384615384,Hispanic or Latino + Advanced Degree
471,1998,diff_%_L_AD_total,0.5543822597676874,Hispanic or Latino + Advanced Degree
472,1999,diff_%_L_AD_total,0.6776859504132231,Hispanic or Latino + Advanced Degree
473,2000,diff_%_L_AD_total,0.6026557711950971,Hispanic or Latino + Advanced Degree
474,2001,diff_%_L_AD_total,0.5493387589013224,Hispanic or Latino + Advanced Degree
475,2002,diff_%_L_AD_total,0.5867346938775511,Hispanic or Latino + Advanced Degree
476,2003,diff_%_L_AD_total,0.7891019172552977,Hispanic or Latino + Advanced Degree
477,2004,diff_%_L_AD_total,0.7925851703406813,Hispanic or Latino + Advanced Degree
478,2005,diff_%_L_AD_total,0.7344689378757515,Hispanic or Latino + Advanced Degree
479,2006,diff_%_L_AD_total,0.7647058823529411,Hispanic or Latino + Advanced Degree
480,2007,diff_%_L_AD_total,0.7710233029381965,Hispanic or Latino + Advanced Degree
481,2008,diff_%_L_AD_total,0.7372627372627373,Hispanic or Latino + Advanced Degree
482,2009,diff_%_L_AD_total,0.7456479690522244,Hispanic or Latino + Advanced Degree
483,2010,diff_%_L_AD_total,0.7514563106796116,Hispanic or Latino + Advanced Degree
484,2011,diff_%_L_AD_total,0.75,Hispanic or Latino + Advanced Degree
485,2012,diff_%_L_AD_total,0.7388724035608308,Hispanic or Latino + Advanced Degree
486,2013,diff_%_L_AD_total,0.7311507936507936,Hispanic or Latino + Advanced Degree
487,2014,diff_%_L_AD_total,0.6993006993006993,Hispanic or Latino + Advanced Degree
488,2015,diff_%_L_AD_total,0.7142857142857143,Hispanic or Latino + Advanced Degree
489,2016,diff_%_L_AD_total,0.7144249512670565,Hispanic or Latino + Advanced Degree
490,2017,diff_%_L_AD_total,0.6676384839650146,Hispanic or Latino + Advanced Degree
491,2018,diff_%_L_AD_total,0.6666666666666666,Hispanic or Latino + Advanced Degree
492,2019,diff_%_L_AD_total,0.6383177570093458,Hispanic or Latino + Advanced Degree
493,2020,diff_%_L_AD_total,0.6150442477876106,Hispanic or Latino + Advanced Degree
494,1995,diff_%_L_SC_total,-0.1540130151843818,Hispanic or Latino + Some College
495,1996,diff_%_L_SC_total,-0.1572052401746725,Hispanic or Latino + Some College
496,1997,diff_%_L_SC_total,-0.11978021978021978,Hispanic or Latino + Some College
497,1998,diff_%_L_SC_total,-0.1446673706441394,Hispanic or Latino + Some College
498,1999,diff_%_L_SC_total,-0.1621900826446281,Hispanic or Latino + Some College
499,2000,diff_%_L_SC_total,-0.16649642492339123,Hispanic or Latino + Some College
500,2001,diff_%_L_SC_total,-0.1271617497456765,Hispanic or Latino + Some College
501,2002,diff_%_L_SC_total,-0.10510204081632653,Hispanic or Latino + Some College
502,2003,diff_%_L_SC_total,-0.03733602421796166,Hispanic or Latino + Some College
503,2004,diff_%_L_SC_total,-0.045090180360721446,Hispanic or Latino + Some College
504,2005,diff_%_L_SC_total,-0.047094188376753505,Hispanic or Latino + Some College
505,2006,diff_%_L_SC_total,-0.04462474645030426,Hispanic or Latino + Some College
506,2007,diff_%_L_SC_total,-0.03850050658561297,Hispanic or Latino + Some College
507,2008,diff_%_L_SC_total,-0.06493506493506493,Hispanic or Latino + Some College
508,2009,diff_%_L_SC_total,-0.08994197292069632,Hispanic or Latino + Some College
509,2010,diff_%_L_SC_total,-0.08932038834951456,Hispanic or Latino + Some College
510,2011,diff_%_L_SC_total,-0.087,Hispanic or Latino + Some College
511,2012,diff_%_L_SC_total,-0.09594460929772503,Hispanic or Latino + Some College
512,2013,diff_%_L_SC_total,-0.1001984126984127,Hispanic or Latino + Some College
513,2014,diff_%_L_SC_total,-0.09490509490509491,Hispanic or Latino + Some College
514,2015,diff_%_L_SC_total,-0.10160965794768612,Hispanic or Latino + Some College
515,2016,diff_%_L_SC_total,-0.10818713450292397,Hispanic or Latino + Some College
516,2017,diff_%_L_SC_total,-0.11078717201166181,Hispanic or Latino + Some College
517,2018,diff_%_L_SC_total,-0.1111111111111111,Hispanic or Latino + Some College
518,2019,diff_%_L_SC_total,-0.13925233644859814,Hispanic or Latino + Some College
519,2020,diff_%_L_SC_total,-0.13539823008849558,Hispanic or Latino + Some College
520,1995,diff_%_L_HS_total,-0.27114967462039047,Hispanic or Latino + High School
521,1996,diff_%_L_HS_total,-0.2816593886462882,Hispanic or Latino + High School
522,1997,diff_%_L_HS_total,-0.2802197802197802,Hispanic or Latino + High School
523,1998,diff_%_L_HS_total,-0.24392819429778248,Hispanic or Latino + High School
524,1999,diff_%_L_HS_total,-0.2727272727272727,Hispanic or Latino + High School
525,2000,diff_%_L_HS_total,-0.3054136874361593,Hispanic or Latino + High School
526,2001,diff_%_L_HS_total,-0.2614445574771109,Hispanic or Latino + High School
527,2002,diff_%_L_HS_total,-0.2653061224489796,Hispanic or Latino + High School
528,2003,diff_%_L_HS_total,-0.16548940464177597,Hispanic or Latino + High School
529,2004,diff_%_L_HS_total,-0.16132264529058116,Hispanic or Latino + High School
530,2005,diff_%_L_HS_total,-0.16032064128256512,Hispanic or Latino + High School
531,2006,diff_%_L_HS_total,-0.15720081135902636,Hispanic or Latino + High School
532,2007,diff_%_L_HS_total,-0.171225937183384,Hispanic or Latino + High School
533,2008,diff_%_L_HS_total,-0.1848151848151848,Hispanic or Latino + High School
534,2009,diff_%_L_HS_total,-0.21083172147001933,Hispanic or Latino + High School
535,2010,diff_%_L_HS_total,-0.21941747572815534,Hispanic or Latino + High School
536,2011,diff_%_L_HS_total,-0.194,Hispanic or Latino + High School
537,2012,diff_%_L_HS_total,-0.20375865479723046,Hispanic or Latino + High School
538,2013,diff_%_L_HS_total,-0.2003968253968254,Hispanic or Latino + High School
539,2014,diff_%_L_HS_total,-0.19480519480519481,Hispanic or Latino + High School
540,2015,diff_%_L_HS_total,-0.19517102615694165,Hispanic or Latino + High School
541,2016,diff_%_L_HS_total,-0.20565302144249512,Hispanic or Latino + High School
542,2017,diff_%_L_HS_total,-0.21379980563654033,Hispanic or Latino + High School
543,2018,diff_%_L_HS_total,-0.210727969348659,Hispanic or Latino + High School
544,2019,diff_%_L_HS_total,-0.23271028037383176,Hispanic or Latino + High School
545,2020,diff_%_L_HS_total,-0.23097345132743363,Hispanic or Latino + High School
546,1995,diff_%_M_HS_total,0.0,Male + High School
547,1996,diff_%_M_HS_total,0.010917030567685589,Male + High School
548,1997,diff_%_M_HS_total,0.0,Male + High School
549,1998,diff_%_M_HS_total,-0.011615628299894404,Male + High School
550,1999,diff_%_M_HS_total,-0.01859504132231405,Male + High School
551,2000,diff_%_M_HS_total,-0.027579162410623085,Male + High School
552,2001,diff_%_M_HS_total,-0.0335707019328586,Male + High School
553,2002,diff_%_M_HS_total,-0.0020408163265306124,Male + High School
554,2003,diff_%_M_HS_total,-0.03733602421796166,Male + High School
555,2004,diff_%_M_HS_total,-0.04909819639278557,Male + High School
556,2005,diff_%_M_HS_total,-0.06813627254509018,Male + High School
557,2006,diff_%_M_HS_total,-0.04462474645030426,Male + High School
558,2007,diff_%_M_HS_total,-0.047619047619047616,Male + High School
559,2008,diff_%_M_HS_total,-0.06493506493506493,Male + High School
560,2009,diff_%_M_HS_total,-0.08704061895551257,Male + High School
561,2010,diff_%_M_HS_total,-0.1,Male + High School
562,2011,diff_%_M_HS_total,-0.09,Male + High School
563,2012,diff_%_M_HS_total,-0.09594460929772503,Male + High School
564,2013,diff_%_M_HS_total,-0.1001984126984127,Male + High School
565,2014,diff_%_M_HS_total,-0.09490509490509491,Male + High School
566,2015,diff_%_M_HS_total,-0.08651911468812877,Male + High School
567,2016,diff_%_M_HS_total,-0.11208576998050682,Male + High School
568,2017,diff_%_M_HS_total,-0.11078717201166181,Male + High School
569,2018,diff_%_M_HS_total,-0.1111111111111111,Male + High School
570,2019,diff_%_M_HS_total,-0.14018691588785046,Male + High School
571,2020,diff_%_M_HS_total,-0.13982300884955753,Male + High School
572,1995,diff_%_M_SC_total,0.14533622559652928,Male + Some College
573,1996,diff_%_M_SC_total,0.16375545851528384,Male + Some College
574,1997,diff_%_M_SC_total,0.15164835164835164,Male + Some College
575,1998,diff_%_M_SC_total,0.14044350580781415,Male + Some College
576,1999,diff_%_M_SC_total,0.12190082644628099,Male + Some College
577,2000,diff_%_M_SC_total,0.12870275791624106,Male + Some College
578,2001,diff_%_M_SC_total,0.14140386571719227,Male + Some College
579,2002,diff_%_M_SC_total,0.14795918367346939,Male + Some College
580,2003,diff_%_M_SC_total,0.1231079717457114,Male + Some College
581,2004,diff_%_M_SC_total,0.11823647294589178,Male + Some College
582,2005,diff_%_M_SC_total,0.09719438877755511,Male + Some College
583,2006,diff_%_M_SC_total,0.11764705882352941,Male + Some College
584,2007,diff_%_M_SC_total,0.09827760891590678,Male + Some College
585,2008,diff_%_M_SC_total,0.08691308691308691,Male + Some College
586,2009,diff_%_M_SC_total,0.05222437137330754,Male + Some College
587,2010,diff_%_M_SC_total,0.040776699029126215,Male + Some College
588,2011,diff_%_M_SC_total,0.045,Male + Some College
589,2012,diff_%_M_SC_total,0.01483679525222552,Male + Some College
590,2013,diff_%_M_SC_total,0.00992063492063492,Male + Some College
591,2014,diff_%_M_SC_total,0.03796203796203796,Male + Some College
592,2015,diff_%_M_SC_total,0.04929577464788732,Male + Some College
593,2016,diff_%_M_SC_total,0.028265107212475632,Male + Some College
594,2017,diff_%_M_SC_total,0.01749271137026239,Male + Some College
595,2018,diff_%_M_SC_total,0.02586206896551724,Male + Some College
596,2019,diff_%_M_SC_total,0.025233644859813085,Male + Some College
597,2020,diff_%_M_SC_total,0.0,Male + Some College
598,1995,diff_%_M_BA_total,0.561822125813449,Male + Bachelors Degree
599,1996,diff_%_M_BA_total,0.5698689956331878,Male + Bachelors Degree
600,1997,diff_%_M_BA_total,0.6,Male + Bachelors Degree
601,1998,diff_%_M_BA_total,0.6082365364308342,Male + Bachelors Degree
602,1999,diff_%_M_BA_total,0.6074380165289256,Male + Bachelors Degree
603,2000,diff_%_M_BA_total,0.6026557711950971,Male + Bachelors Degree
604,2001,diff_%_M_BA_total,0.6134282807731435,Male + Bachelors Degree
605,2002,diff_%_M_BA_total,0.5979591836734693,Male + Bachelors Degree
606,2003,diff_%_M_BA_total,0.6044399596367306,Male + Bachelors Degree
607,2004,diff_%_M_BA_total,0.5531062124248497,Male + Bachelors Degree
608,2005,diff_%_M_BA_total,0.5601202404809619,Male + Bachelors Degree
609,2006,diff_%_M_BA_total,0.5557809330628803,Male + Bachelors Degree
610,2007,diff_%_M_BA_total,0.5795339412360689,Male + Bachelors Degree
611,2008,diff_%_M_BA_total,0.5674325674325674,Male + Bachelors Degree
612,2009,diff_%_M_BA_total,0.5174081237911026,Male + Bachelors Degree
613,2010,diff_%_M_BA_total,0.5009708737864078,Male + Bachelors Degree
614,2011,diff_%_M_BA_total,0.5,Male + Bachelors Degree
615,2012,diff_%_M_BA_total,0.5074183976261127,Male + Bachelors Degree
616,2013,diff_%_M_BA_total,0.5525793650793651,Male + Bachelors Degree
617,2014,diff_%_M_BA_total,0.5004995004995005,Male + Bachelors Degree
618,2015,diff_%_M_BA_total,0.5472837022132797,Male + Bachelors Degree
619,2016,diff_%_M_BA_total,0.5360623781676414,Male + Bachelors Degree
620,2017,diff_%_M_BA_total,0.5568513119533528,Male + Bachelors Degree
621,2018,diff_%_M_BA_total,0.4952107279693487,Male + Bachelors Degree
622,2019,diff_%_M_BA_total,0.47570093457943924,Male + Bachelors Degree
623,2020,diff_%_M_BA_total,0.4469026548672566,Male + Bachelors Degree
624,1995,diff_%_M_AD_total,1.0824295010845988,Male + Advanced Degree
625,1996,diff_%_M_AD_total,1.0414847161572052,Male + Advanced Degree
626,1997,diff_%_M_AD_total,1.1,Male + Advanced Degree
627,1998,diff_%_M_AD_total,1.0454065469904963,Male + Advanced Degree
628,1999,diff_%_M_AD_total,1.0960743801652892,Male + Advanced Degree
629,2000,diff_%_M_AD_total,1.0020429009193055,Male + Advanced Degree
630,2001,diff_%_M_AD_total,1.0844354018311293,Male + Advanced Degree
631,2002,diff_%_M_AD_total,1.0785714285714285,Male + Advanced Degree
632,2003,diff_%_M_AD_total,1.0504540867810293,Male + Advanced Degree
633,2004,diff_%_M_AD_total,1.0901803607214429,Male + Advanced Degree
634,2005,diff_%_M_AD_total,1.0501002004008015,Male + Advanced Degree
635,2006,diff_%_M_AD_total,1.092292089249493,Male + Advanced Degree
636,2007,diff_%_M_AD_total,1.0597771023302938,Male + Advanced Degree
637,2008,diff_%_M_AD_total,1.037962037962038,Male + Advanced Degree
638,2009,diff_%_M_AD_total,1.02321083172147,Male + Advanced Degree
639,2010,diff_%_M_AD_total,1.0009708737864078,Male + Advanced Degree
640,2011,diff_%_M_AD_total,0.999,Male + Advanced Degree
641,2012,diff_%_M_AD_total,1.0049455984174085,Male + Advanced Degree
642,2013,diff_%_M_AD_total,1.0188492063492063,Male + Advanced Degree
643,2014,diff_%_M_AD_total,1.000999000999001,Male + Advanced Degree
644,2015,diff_%_M_AD_total,1.0020120724346075,Male + Advanced Degree
645,2016,diff_%_M_AD_total,0.9668615984405458,Male + Advanced Degree
646,2017,diff_%_M_AD_total,1.000971817298348,Male + Advanced Degree
647,2018,diff_%_M_AD_total,0.9444444444444444,Male + Advanced Degree
648,2019,diff_%_M_AD_total,0.9663551401869159,Male + Advanced Degree
649,2020,diff_%_M_AD_total,0.9230088495575222,Male + Advanced Degree
650,1995,diff_%_F_HS_total,-0.28199566160520606,Female + High School
651,1996,diff_%_F_HS_total,-0.28602620087336245,Female + High School
652,1997,diff_%_F_HS_total,-0.2802197802197802,Female + High School
653,1998,diff_%_F_HS_total,-0.27771911298838436,Female + High School
654,1999,diff_%_F_HS_total,-0.2799586776859504,Female + High School
655,2000,diff_%_F_HS_total,-0.3054136874361593,Female + High School
656,2001,diff_%_F_HS_total,-0.29298067141403866,Female + High School
657,2002,diff_%_F_HS_total,-0.2683673469387755,Female + High School
658,2003,diff_%_F_HS_total,-0.27749747729566093,Female + High School
659,2004,diff_%_F_HS_total,-0.27955911823647295,Female + High School
660,2005,diff_%_F_HS_total,-0.2785571142284569,Female + High School
661,2006,diff_%_F_HS_total,-0.29411764705882354,Female + High School
662,2007,diff_%_F_HS_total,-0.2857142857142857,Female + High School
663,2008,diff_%_F_HS_total,-0.3066933066933067,Female + High School
664,2009,diff_%_F_HS_total,-0.316247582205029,Female + High School
665,2010,diff_%_F_HS_total,-0.31650485436893205,Female + High School
666,2011,diff_%_F_HS_total,-0.293,Female + High School
667,2012,diff_%_F_HS_total,-0.32146389713155293,Female + High School
668,2013,diff_%_F_HS_total,-0.30357142857142855,Female + High School
669,2014,diff_%_F_HS_total,-0.3066933066933067,Female + High School
670,2015,diff_%_F_HS_total,-0.306841046277666,Female + High School
671,2016,diff_%_F_HS_total,-0.3148148148148148,Female + High School
672,2017,diff_%_F_HS_total,-0.3177842565597668,Female + High School
673,2018,diff_%_F_HS_total,-0.3333333333333333,Female + High School
674,2019,diff_%_F_HS_total,-0.34579439252336447,Female + High School
675,2020,diff_%_F_HS_total,-0.347787610619469,Female + High School
676,1995,diff_%_F_SC_total,-0.16702819956616052,Female + Some College
677,1996,diff_%_F_SC_total,-0.17685589519650655,Female + Some College
678,1997,diff_%_F_SC_total,-0.16043956043956045,Female + Some College
679,1998,diff_%_F_SC_total,-0.16367476240760295,Female + Some College
680,1999,diff_%_F_SC_total,-0.17768595041322313,Female + Some College
681,2000,diff_%_F_SC_total,-0.16649642492339123,Female + Some College
682,2001,diff_%_F_SC_total,-0.1607324516785351,Female + Some College
683,2002,diff_%_F_SC_total,-0.15714285714285714,Female + Some College
684,2003,diff_%_F_SC_total,-0.16548940464177597,Female + Some College
685,2004,diff_%_F_SC_total,-0.16432865731462926,Female + Some College
686,2005,diff_%_F_SC_total,-0.17034068136272545,Female + Some College
687,2006,diff_%_F_SC_total,-0.16734279918864098,Female + Some College
688,2007,diff_%_F_SC_total,-0.1752786220871327,Female + Some College
689,2008,diff_%_F_SC_total,-0.1848151848151848,Female + Some College
690,2009,diff_%_F_SC_total,-0.21083172147001933,Female + Some College
691,2010,diff_%_F_SC_total,-0.21941747572815534,Female + Some College
692,2011,diff_%_F_SC_total,-0.2,Female + Some College
693,2012,diff_%_F_SC_total,-0.20870425321463898,Female + Some College
694,2013,diff_%_F_SC_total,-0.2123015873015873,Female + Some College
695,2014,diff_%_F_SC_total,-0.2137862137862138,Female + Some College
696,2015,diff_%_F_SC_total,-0.2152917505030181,Female + Some College
697,2016,diff_%_F_SC_total,-0.22709551656920077,Female + Some College
698,2017,diff_%_F_SC_total,-0.22157434402332363,Female + Some College
699,2018,diff_%_F_SC_total,-0.2442528735632184,Female + Some College
700,2019,diff_%_F_SC_total,-0.24205607476635513,Female + Some College
701,2020,diff_%_F_SC_total,-0.2398230088495575,Female + Some College
702,1995,diff_%_F_BA_total,0.16594360086767895,Female + Bachelors Degree
703,1996,diff_%_F_BA_total,0.17576419213973798,Female + Bachelors Degree
704,1997,diff_%_F_BA_total,0.17252747252747253,Female + Bachelors Degree
705,1998,diff_%_F_BA_total,0.18373812038014783,Female + Bachelors Degree
706,1999,diff_%_F_BA_total,0.18181818181818182,Female + Bachelors Degree
707,2000,diff_%_F_BA_total,0.16853932584269662,Female + Bachelors Degree
708,2001,diff_%_F_BA_total,0.17497456765005087,Female + Bachelors Degree
709,2002,diff_%_F_BA_total,0.19795918367346937,Female + Bachelors Degree
710,2003,diff_%_F_BA_total,0.20282542885973764,Female + Bachelors Degree
711,2004,diff_%_F_BA_total,0.19438877755511022,Female + Bachelors Degree
712,2005,diff_%_F_BA_total,0.156312625250501,Female + Bachelors Degree
713,2006,diff_%_F_BA_total,0.17647058823529413,Female + Bachelors Degree
714,2007,diff_%_F_BA_total,0.1752786220871327,Female + Bachelors Degree
715,2008,diff_%_F_BA_total,0.15484515484515485,Female + Bachelors Degree
716,2009,diff_%_F_BA_total,0.13733075435203096,Female + Bachelors Degree
717,2010,diff_%_F_BA_total,0.12524271844660195,Female + Bachelors Degree
718,2011,diff_%_F_BA_total,0.154,Female + Bachelors Degree
719,2012,diff_%_F_BA_total,0.11177052423343224,Female + Bachelors Degree
720,2013,diff_%_F_BA_total,0.16170634920634921,Female + Bachelors Degree
721,2014,diff_%_F_BA_total,0.17282717282717283,Female + Bachelors Degree
722,2015,diff_%_F_BA_total,0.1750503018108652,Female + Bachelors Degree
723,2016,diff_%_F_BA_total,0.14230019493177387,Female + Bachelors Degree
724,2017,diff_%_F_BA_total,0.1564625850340136,Female + Bachelors Degree
725,2018,diff_%_F_BA_total,0.1111111111111111,Female + Bachelors Degree
726,2019,diff_%_F_BA_total,0.1261682242990654,Female + Bachelors Degree
727,2020,diff_%_F_BA_total,0.1,Female + Bachelors Degree
728,1995,diff_%_F_AD_total,0.6008676789587852,Female + Advanced Degree
729,1996,diff_%_F_AD_total,0.5698689956331878,Female + Advanced Degree
730,1997,diff_%_F_AD_total,0.5758241758241758,Female + Advanced Degree
731,1998,diff_%_F_AD_total,0.5702217529039071,Female + Advanced Degree
732,1999,diff_%_F_AD_total,0.5723140495867769,Female + Advanced Degree
733,2000,diff_%_F_AD_total,0.501532175689479,Female + Advanced Degree
734,2001,diff_%_F_AD_total,0.5106815869786369,Female + Advanced Degree
735,2002,diff_%_F_AD_total,0.5346938775510204,Female + Advanced Degree
736,2003,diff_%_F_AD_total,0.5418768920282543,Female + Advanced Degree
737,2004,diff_%_F_AD_total,0.5080160320641283,Female + Advanced Degree
738,2005,diff_%_F_AD_total,0.503006012024048,Female + Advanced Degree
739,2006,diff_%_F_AD_total,0.49898580121703856,Female + Advanced Degree
740,2007,diff_%_F_AD_total,0.5116514690982776,Female + Advanced Degree
741,2008,diff_%_F_AD_total,0.5144855144855145,Female + Advanced Degree
742,2009,diff_%_F_AD_total,0.5164410058027079,Female + Advanced Degree
743,2010,diff_%_F_AD_total,0.5009708737864078,Female + Advanced Degree
744,2011,diff_%_F_AD_total,0.5,Female + Advanced Degree
745,2012,diff_%_F_AD_total,0.45004945598417406,Female + Advanced Degree
746,2013,diff_%_F_AD_total,0.5,Female + Advanced Degree
747,2014,diff_%_F_AD_total,0.47652347652347654,Female + Advanced Degree
748,2015,diff_%_F_AD_total,0.47484909456740443,Female + Advanced Degree
749,2016,diff_%_F_AD_total,0.48635477582846004,Female + Advanced Degree
750,2017,diff_%_F_AD_total,0.467444120505345,Female + Advanced Degree
751,2018,diff_%_F_AD_total,0.45306513409961685,Female + Advanced Degree
752,2019,diff_%_F_AD_total,0.4336448598130841,Female + Advanced Degree
753,2020,diff_%_F_AD_total,0.4230088495575221,Female + Advanced Degree
754,1995,diff_%_W_M_HS_total,0.04121475054229935,White + Male + High School
755,1996,diff_%_W_M_HS_total,0.02074235807860262,White + Male + High School
756,1997,diff_%_W_M_HS_total,0.03956043956043956,White + Male + High School
757,1998,diff_%_W_M_HS_total,0.026399155227032733,White + Male + High School
758,1999,diff_%_W_M_HS_total,0.01859504132231405,White + Male + High School
759,2000,diff_%_W_M_HS_total,0.0,White + Male + High School
760,2001,diff_%_W_M_HS_total,0.007121057985757884,White + Male + High School
761,2002,diff_%_W_M_HS_total,-0.0020408163265306124,White + Male + High School
762,2003,diff_%_W_M_HS_total,-0.02119071644803229,White + Male + High School
763,2004,diff_%_W_M_HS_total,-0.006012024048096192,White + Male + High School
764,2005,diff_%_W_M_HS_total,-0.03807615230460922,White + Male + High School
765,2006,diff_%_W_M_HS_total,-0.010141987829614604,White + Male + High School
766,2007,diff_%_W_M_HS_total,-0.028368794326241134,White + Male + High School
767,2008,diff_%_W_M_HS_total,-0.03496503496503497,White + Male + High School
768,2009,diff_%_W_M_HS_total,-0.05319148936170213,White + Male + High School
769,2010,diff_%_W_M_HS_total,-0.06310679611650485,White + Male + High School
770,2011,diff_%_W_M_HS_total,-0.064,White + Male + High School
771,2012,diff_%_W_M_HS_total,-0.0702274975272008,White + Male + High School
772,2013,diff_%_W_M_HS_total,-0.0625,White + Male + High School
773,2014,diff_%_W_M_HS_total,-0.058941058941058944,White + Male + High School
774,2015,diff_%_W_M_HS_total,-0.0482897384305835,White + Male + High School
775,2016,diff_%_W_M_HS_total,-0.08576998050682261,White + Male + High School
776,2017,diff_%_W_M_HS_total,-0.07482993197278912,White + Male + High School
777,2018,diff_%_W_M_HS_total,-0.08812260536398467,White + Male + High School
778,2019,diff_%_W_M_HS_total,-0.08598130841121496,White + Male + High School
779,2020,diff_%_W_M_HS_total,-0.12035398230088495,White + Male + High School
780,1995,diff_%_W_M_SC_total,0.18655097613882862,White + Male + Some College
781,1996,diff_%_W_M_SC_total,0.17576419213973798,White + Male + Some College
782,1997,diff_%_W_M_SC_total,0.2,White + Male + Some College
783,1998,diff_%_W_M_SC_total,0.1689545934530095,White + Male + Some College
784,1999,diff_%_W_M_SC_total,0.16322314049586778,White + Male + Some College
785,2000,diff_%_W_M_SC_total,0.16853932584269662,White + Male + Some College
786,2001,diff_%_W_M_SC_total,0.167853509664293,White + Male + Some College
787,2002,diff_%_W_M_SC_total,0.16428571428571428,White + Male + Some College
788,2003,diff_%_W_M_SC_total,0.15539858728557013,White + Male + Some College
789,2004,diff_%_W_M_SC_total,0.15430861723446893,White + Male + Some College
790,2005,diff_%_W_M_SC_total,0.12725450901803606,White + Male + Some College
791,2006,diff_%_W_M_SC_total,0.1308316430020284,White + Male + Some College
792,2007,diff_%_W_M_SC_total,0.14285714285714285,White + Male + Some College
793,2008,diff_%_W_M_SC_total,0.0979020979020979,White + Male + Some College
794,2009,diff_%_W_M_SC_total,0.07833655705996131,White + Male + Some College
795,2010,diff_%_W_M_SC_total,0.0825242718446602,White + Male + Some College
796,2011,diff_%_W_M_SC_total,0.091,White + Male + Some College
797,2012,diff_%_W_M_SC_total,0.06231454005934718,White + Male + Some College
798,2013,diff_%_W_M_SC_total,0.0625,White + Male + Some College
